index,Question,Segment Type,Segment Description,Answer,Count,Percentage
288,What do you think when an influencer is obviously selling a product?,Custom,Graduation Year 2019,Is this product cool?,107,0.219
289,What do you think when an influencer is obviously selling a product?,Custom,Graduation Year 2019,This is lame,203,0.416
290,What do you think when an influencer is obviously selling a product?,Custom,Graduation Year 2019,Get that money! ,135,0.277
291,What do you think when an influencer is obviously selling a product?,Custom,Graduation Year 2019,Other (comment) ,43,0.088
292,What do you think when an influencer is obviously selling a product?,Custom,Graduation Year 2020,Is this product cool?,48,0.239
293,What do you think when an influencer is obviously selling a product?,Custom,Graduation Year 2020,This is lame,88,0.438
294,What do you think when an influencer is obviously selling a product?,Custom,Graduation Year 2020,Get that money! ,47,0.234
295,What do you think when an influencer is obviously selling a product?,Custom,Graduation Year 2020,Other (comment) ,18,0.09
296,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper class (> $240K),Is this product cool?,33,0.219
297,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper class (> $240K),This is lame,71,0.47
298,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper class (> $240K),Get that money! ,34,0.225
299,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper class (> $240K),Other (comment) ,13,0.086
300,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper-middle class (~$160K,Is this product cool?,44,0.273
301,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper-middle class (~$160K,This is lame,73,0.453
302,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper-middle class (~$160K,Get that money! ,35,0.217
303,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Upper-middle class (~$160K,Other (comment) ,9,0.056
304,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Middle / lower-middle class (~$90K),Is this product cool?,24,0.261
305,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Middle / lower-middle class (~$90K),This is lame,41,0.446
306,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Middle / lower-middle class (~$90K),Get that money! ,15,0.163
307,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Middle / lower-middle class (~$90K),Other (comment) ,12,0.13
308,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Poor (< ~$50K) 😁,Is this product cool?,8,0.216
309,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Poor (< ~$50K) 😁,This is lame,16,0.432
310,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Poor (< ~$50K) 😁,Get that money! ,10,0.27
311,What do you think when an influencer is obviously selling a product?,Custom,your parents make? Poor (< ~$50K) 😁,Other (comment) ,3,0.081
312,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Other,Is this product cool?,33,0.199
313,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Other,This is lame,82,0.494
314,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Other,Get that money! ,35,0.211
315,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Other,Other (comment) ,16,0.096
316,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Languages,Is this product cool?,0,0.0
317,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Languages,This is lame,11,0.846
318,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Languages,Get that money! ,2,0.154
319,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Languages,Other (comment) ,0,0.0
320,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Visual/performing arts,Is this product cool?,0,0.0
321,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Visual/performing arts,This is lame,2,0.4
322,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Visual/performing arts,Get that money! ,1,0.2
323,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Visual/performing arts,Other (comment) ,2,0.4
324,What do you think when an influencer is obviously selling a product?,Custom,What's your major? History,Is this product cool?,2,0.167
325,What do you think when an influencer is obviously selling a product?,Custom,What's your major? History,This is lame,5,0.417
326,What do you think when an influencer is obviously selling a product?,Custom,What's your major? History,Get that money! ,3,0.25
327,What do you think when an influencer is obviously selling a product?,Custom,What's your major? History,Other (comment) ,2,0.167
328,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Comm / marketing,Is this product cool?,18,0.286
329,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Comm / marketing,This is lame,28,0.444
330,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Comm / marketing,Get that money! ,12,0.19
331,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Comm / marketing,Other (comment) ,5,0.079
332,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Political science / philosophy,Is this product cool?,12,0.14
333,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Political science / philosophy,This is lame,34,0.395
334,What do you think when an influencer is obviously selling a product?,Custom,What's your major? Political science / philosophy,Get that money! ,35,0.407
